Identifiant,Texte,Traduction ,Labels
2251,Too manymuzzies in this country.,Il y a trop de musulmans dans ce pays.,Islamophobie
2252,Too manyJihadis in this country.,Il y a trop de djihadistes dans ce pays.,Islamophobie
2253,Too manycamel fuckers in this country.,Il y a trop de baiseurs de chameaux dans ce pays.,Islamophobie
2254,Fuckall Muslims.,Nique tous les musulmans.,Islamophobie
2255,All Muslims are such massivescumbags.,Tous les musulmans sont de véritables ordures.,Islamophobie
2256,I h a t e Muslims.,Je déteste les musulmans.,Islamophobie
2257,I feel nothing but contempt for M u s l i m s.,Je n'éprouve que du mépris pour les musulmans.,Islamophobie
2258,You M u s l i m s make me sick.,"Vous autres musulmans, vous me dégoûtez.",Islamophobie
2259,All Muslims like them are v i l e.,Tous les musulmans comme eux sont vils.,Islamophobie
2260,M u s l i m s are disgusting.,Les musulmans sont dégoûtants.,Islamophobie
2261,Muslims with any power are a t h r e a t to civilisation.,"Les musulmans qui détiennent le pouvoir, quel qu'il soit, constituent une menace pour la civilisation.",Islamophobie
2262,Muslims are s c u m.,Les musulmans sont de la racaille.,Islamophobie
2263,Muslims are a c a n c e r.,Les musulmans sont un cancer.,Islamophobie
2264,M u s l i m s have no place in a civilised country like this.,Les musulmans n'ont pas leur place dans un pays civilisé comme celui-ci.,Islamophobie
2265,I want to k i l l all Muslims.,Je veux tuer tous les musulmans.,Islamophobie
2266,I am going to shoot the next M u s l i m I see.,Je vais tirer sur le prochain musulman que je verrai.,Islamophobie
2267,Muslims like you deserve to d i e.,Les musulmans comme toi méritent de mourir.,Islamophobie
2268,"In a just world, those Muslims would all be d e a d.","Dans un monde juste, ces musulmans seraient tous morts.",Islamophobie
2269,Those M u s l i m s should be burned at the stake.,Ces musulmans devraient être brûlés sur le bûcher.,Islamophobie
2270,You are nothing but a m u z z i e.,Tu n'es rien d'autre qu'un m u z z i e.,Islamophobie
2271,You are nothing but a J i h a d i.,Tu n'es rien d'autre qu'un djihadiste.,Islamophobie
2272,You are nothing but a c a m e l f u c k e r.,Tu n'es qu'un enculé de chameau.,Islamophobie
2273,Typical m u z z i e behaviour.,Comportement typique des m u z z i e.,Islamophobie
2274,Typical J i h a d i behaviour.,Comportement typique de J i h a d i.,Islamophobie
2275,Typical c a m e l f u c k e r behaviour.,Comportement typique d'un enculé de chameau.,Islamophobie
2276,Too many m u z z i e s in this country.,Trop de musique dans ce pays.,Islamophobie
2277,Too many J i h a d i s in this country.,Il y a trop de djihadistes dans ce pays.,Islamophobie
2278,Too many c a m e l f u c k e r s in this country.,Trop de baiseurs de chameaux dans ce pays.,Islamophobie
2279,F u c k all Muslims.,Nique tous les musulmans.,Islamophobie
2280,Most M u s l i m s are seriously fucked in the head.,La plupart des musulmans sont complètement cinglés.,Islamophobie
2281,He has ties with isis and other terrorist groups he is a muslim extremist ,Il a des liens avec l'EI et d'autres groupes terroristes ; c'est un extrémiste musulman.,Islamophobie
2282,Bassem Masri is a terrorist part of isis,Bassem Masri est un terroriste membre de l'EI.,Islamophobie
2283,The world is changing im mad at the police too but id be dam if isis gonna come in here thats when its time to kill these faucks,"Le monde change, je suis en colère contre la police aussi, mais je parie que si Daech débarque ici, c'est là qu'il sera temps de buter ces connards.",Islamophobie
2284,This Muslim man does not have anything in mind of peace. He wants to stir up dissonance and trouble among Americans by using racist accusations . THAT IS HIS MAN GOAL.,Cet homme musulman n'a aucune intention de promouvoir la paix. Il cherche à semer la discorde et la discorde parmi les Américains en proférant des accusations racistes. Voilà son objectif.,Islamophobie
2285,Islamic Terrorist insighting hatred and violence under the disguise of an african citizen its time that american citizens realise their true enemy is islam and not black or white people,"Des terroristes islamistes insufflent haine et violence sous couvert de citoyenneté africaine. Il est temps que les citoyens américains réalisent que leur véritable ennemi est l'islam, et non les Noirs ou les Blancs.",Islamophobie
2286,"STFU YOU MUSLIM PIECE OF SHIT!  the cops should have fired ten rounds into his ass.

or better still... lets cut his head off and pour pigs blood down his throat. I am willing to bet it was them dirty fckn Islamic bastards that set those fires and not even the blacks that did.","Ferme-la, sale musulman ! Les flics auraient dû lui tirer dix balles dans le cul.

Ou mieux encore… coupons-lui la tête et versons-lui du sang de porc dans la gorge. Je parie que ce sont ces sales bâtards islamistes qui ont allumé ces incendies, et même pas les Noirs.",Islamophobie
2287,"Muslims like to spit on white people.
Brought in by Muslims or nggrs I still wait for my  big plasma cheap  tv looted in some shop.","Les musulmans aiment cracher sur les Blancs.

Introduit par des musulmans ou des nègres. J'attends toujours ma grande télé plasma bon marché, volée dans un magasin.",Islamophobie
2288,Yep a Muslim bitch,"Ouais, une salope musulmane",Islamophobie
2289,awesome job from our law enforcement now send off to disrupt & tear down all the Islamic extremist radicals in America thanks....,"Excellent travail de nos forces de l'ordre ! Maintenant, merci de les envoyer démanteler et neutraliser tous les radicaux extrémistes islamiques en Amérique.",Islamophobie
2290,Lol stupid mooslims,Lol stupides musulmans,Islamophobie
2291,Women are the absolute worst.,Les femmes sont vraiment les pires.,Sexisme
2292,You women make me sick.,"Vous les femmes, vous me dégoûtez.",Sexisme
2293,There is nothing worse than a woman.,Il n'y a rien de pire qu'une femme.,Sexisme
2294,Seeing women in this place makes me so angry.,Voir des femmes dans cet endroit me met tellement en colère.,Sexisme
2295,Women who think they are my equal fill me with so much rage.,Les femmes qui se croient mes égales me remplissent de rage.,Sexisme
2296,Women like you make me furious.,Les femmes comme toi me rendent furieuse.,Sexisme
2297,You and all the other women in this country make me boil with anger.,Vous et toutes les autres femmes de ce pays me mettez hors de moi.,Sexisme
2298,The utter scorn I feel for women is hard to to put into words.,Le mépris absolu que j'éprouve pour les femmes est difficile à exprimer.,Sexisme
2299,I absolutely abhor all women.,Je déteste absolument toutes les femmes.,Sexisme
2300,Women are disgusting.,Les femmes sont dégoûtantes.,Sexisme
2301,All women are repulsive.,Toutes les femmes sont repoussantes.,Sexisme
2302,Women are absolutely despicable.,Les femmes sont absolument méprisables.,Sexisme
2303,Women are just so sickening.,Les femmes sont tout simplement répugnantes.,Sexisme
2304,Women can't stop themselves from being absolutely revolting.,Les femmes ne peuvent s'empêcher d'être absolument répugnantes.,Sexisme
2305,Women like you are repugnant.,Les femmes comme vous sont répugnantes.,Sexisme
2306,You women are all dishonest.,"Vous êtes toutes malhonnêtes, les femmes.",Sexisme
2307,All women like them are vile.,Toutes les femmes comme elles sont viles.,Sexisme
2308,Women like you are just pathetic.,Les femmes comme toi sont tout simplement pathétiques.,Sexisme
2309,Women with any power are a threat to civilisation.,Les femmes qui détiennent un quelconque pouvoir sont une menace pour la civilisation.,Sexisme
2310,Women being in charge is a danger to our country.,Le pouvoir des femmes est un danger pour notre pays.,Sexisme
2311,It's in women's nature to be uncivilised.,Il est dans la nature des femmes d'être incivilisées.,Sexisme
2312,Only women are that violent and cruel.,Seules les femmes sont aussi violentes et cruelles.,Sexisme
2313,Only women can be so ignorant.,Seules les femmes peuvent être aussi ignorantes.,Sexisme
2314,No one else is as filthy as these women.,Personne d'autre n'est aussi sale que ces femmes.,Sexisme
2315,Typical of a woman to be that stupid.,Typique d'une femme d'être aussi stupide.,Sexisme
2316,Women are without a doubt the stupidest people on this planet.,Les femmes sont sans aucun doute les personnes les plus stupides de cette planète.,Sexisme
2317,It's always the woman that is the dumb one.,C'est toujours la femme qui est la bête.,Sexisme
2318,Women are just the dumbest people.,Les femmes sont vraiment les personnes les plus stupides.,Sexisme
2319,Women really are brainless without exception.,"Les femmes sont vraiment dépourvues de cervelle, sans exception.",Sexisme
2320,Women are scum.,Les femmes sont des ordures.,Sexisme
2321,Women are worthless dirt.,Les femmes ne valent rien.,Sexisme
2322,Women like you are absolute filth.,Les femmes comme toi sont absolument immondes.,Sexisme
2323,You are nothing but common female trash.,Vous n'êtes rien d'autre que des déchets féminins ordinaires.,Sexisme
2324,Women are nothing but refuse.,Les femmes ne sont que des déchets.,Sexisme
2325,Women are parasites to our society.,Les femmes sont des parasites pour notre société.,Sexisme
2326,These women are nothing but cockroaches.,Ces femmes ne sont que des cafards.,Sexisme
2327,Women are human garbage.,Les femmes sont des déchets humains.,Sexisme
2328,Women are lesser beings.,Les femmes sont des êtres inférieurs.,Sexisme
2329,Women are a pest.,Les femmes sont une plaie.,Sexisme
2330,Women like you are no better than rats.,Les femmes comme toi ne valent pas mieux que des rats.,Sexisme
2331,Your female lives are worthless.,Vos vies de femmes ne valent rien.,Sexisme
2332,Female lives are worth absolutely nothing.,La vie des femmes ne vaut absolument rien.,Sexisme
2333,That is fitting for female vermin like you.,Voilà qui convient parfaitement à une vermine femelle comme toi.,Sexisme
2334,Women are just a waste of space.,Les femmes ne servent à rien.,Sexisme
2335,Women are a virus.,Les femmes sont un virus.,Sexisme
2336,Women are a cancer.,Les femmes sont un cancer.,Sexisme
2337,You and all other women are a plague to society.,Vous et toutes les autres femmes êtes un fléau pour la société.,Sexisme
2338,Women are subhuman creatures.,Les femmes sont des créatures sous-humaines.,Sexisme
2339,Swarms of women are infesting our government.,Des nuées de femmes infestent notre gouvernement.,Sexisme
2340,Women belong in a zoo.,Les femmes ont leur place dans un zoo.,Sexisme
2341,"Women who are sick should be taken to a vet, not a doctor.","Les femmes malades devraient être emmenées chez un vétérinaire, et non chez un médecin.",Sexisme
2342,My dog is smarter than any woman could ever be.,Mon chien est plus intelligent que n'importe quelle femme ne le sera jamais.,Sexisme
2343,That monkey is more intelligent than all of you women combined.,Ce singe est plus intelligent que vous toutes réunies.,Sexisme
2344,Women should be dumped in a landfill.,Les femmes devraient être jetées dans une décharge.,Sexisme
2345,I would never eat food that has been touched by a woman.,Je ne mangerais jamais d'aliments qui ont été touchés par une femme.,Sexisme
2346,I care more about the dirt under my shoe than about women.,Je me soucie plus de la saleté sous ma chaussure que des femmes.,Sexisme
2347,The life of any insect is more valuable than that of a woman.,La vie de n'importe quel insecte a plus de valeur que celle d'une femme.,Sexisme
2348,We should test new drugs on women before testing them on animals.,Il faudrait tester les nouveaux médicaments sur les femmes avant de les tester sur les animaux.,Sexisme
2349,I don't see any difference between a dead rat and a dead woman.,Je ne vois aucune différence entre un rat mort et une femme morte.,Sexisme
2350,It baffles me why people care even the slightest about the lives of women.,"Je suis perplexe face à l'intérêt que les gens portent, même un tout petit peu, à la vie des femmes.",Sexisme
2351,Women should all be locked up in cages.,Toutes les femmes devraient être enfermées dans des cages.,Sexisme
2352,Putting a woman in charge is the biggest mistake anyone can make.,Confier un poste à une femme est la plus grosse erreur que l'on puisse commettre.,Sexisme
2353,Allowing any more women into government will ruin our country.,Autoriser davantage de femmes à entrer au gouvernement ruinera notre pays.,Sexisme
2354,Never trust a single word said by a woman.,Ne croyez jamais un seul mot prononcé par une femme.,Sexisme
2355,I would rather die than date a woman.,Je préférerais mourir plutôt que de sortir avec une femme.,Sexisme
2356,I'd rather have cancer than be anywhere near a woman.,Je préférerais avoir un cancer plutôt que d'être près d'une femme.,Sexisme
2357,"If I woke up as a woman, I would kill myself.","Si je me réveillais en tant que femme, je me suiciderais.",Sexisme
2358,There is nothing in the world I like less than a woman.,Il n'y a rien au monde que j'aime moins qu'une femme.,Sexisme
2359,Women have no place in a civilised country like this.,Les femmes n'ont pas leur place dans un pays civilisé comme celui-ci.,Sexisme
2360,I want to kill all women.,Je veux tuer toutes les femmes.,Sexisme
2361,I want to end every woman's life.,Je veux mettre fin à la vie de chaque femme.,Sexisme
2362,I really am just going to murder that woman.,Je vais vraiment tuer cette femme.,Sexisme
2363,I am going to shoot the next woman I see.,Je vais tirer sur la prochaine femme que je verrai.,Sexisme
2364,I am going to make those women suffer.,Je vais faire souffrir ces femmes.,Sexisme
2365,I'm going to stab a woman tomorrow.,Je vais poignarder une femme demain.,Sexisme
2366,I'll have to rape a woman today.,Je vais devoir violer une femme aujourd'hui.,Sexisme
2367,I will hurt you and any other women like you.,"Je te ferai du mal, ainsi qu'à toutes les autres femmes comme toi.",Sexisme
2368,I will cut their female throats.,Je vais leur trancher la gorge.,Sexisme
2369,I'll snap that female neck of yours.,"Je vais te briser le cou, espèce de femme.",Sexisme
2370,We will keep attacking you women until you are gone.,"Nous continuerons à vous attaquer, vous les femmes, jusqu'à votre disparition.",Sexisme
2371,We'll torture these women without mercy.,Nous torturerons ces femmes sans pitié.,Sexisme
2372,We are going to put an end to all women.,Nous allons mettre fin à toutes les femmes.,Sexisme
2373,Let's get rid of women once and for all.,Débarrassons-nous des femmes une fois pour toutes.,Sexisme
2374,Let's just eradicate those women.,"Éradiquer ces femmes, tout simplement.",Sexisme
2375,Execution is the only solution for those women.,L'exécution est la seule solution pour ces femmes.,Sexisme
2376,Death to all women.,Mort à toutes les femmes.,Sexisme
2377,I'll slaughter any woman like you.,Je massacrerai toute femme comme toi.,Sexisme
2378,That woman will die a horrible death at my hands.,Cette femme mourra d'une mort horrible de ma main.,Sexisme
2379,Women should all be killed.,Toutes les femmes devraient être tuées.,Sexisme
2380,Women like you deserve to die.,Les femmes comme toi méritent de mourir.,Sexisme
2381,I would love to see those women suffer.,J'adorerais voir ces femmes souffrir.,Sexisme
2382,I wish all women would be shot in the street.,Je souhaite que toutes les femmes soient abattues dans la rue.,Sexisme
2383,We should get rid of women once and for all.,Il faudrait se débarrasser des femmes une fois pour toutes.,Sexisme
2384,We should just hang all these women.,Il faudrait tout simplement pendre toutes ces femmes.,Sexisme
2385,We would be better off if those women were eradicated.,Nous serions mieux lotis si ces femmes étaient éradiquées.,Sexisme
2386,If only women like you all had their throats cut.,Si seulement on tranchait la gorge à toutes les femmes comme vous.,Sexisme
2387,It would be best to just drown those kinds of women.,Le mieux serait tout simplement de noyer ce genre de femmes.,Sexisme
2388,Raping a woman like you should not be illegal.,Violer une femme comme toi ne devrait pas être illégal.,Sexisme
2389,Murdering a woman like you should be decriminalised.,Le meurtre d'une femme comme vous devrait être dépénalisé.,Sexisme
2390,Those kinds of women ought to be executed.,Ces femmes-là devraient être exécutées.,Sexisme
2391,If only someone would strangle those women.,Si seulement quelqu'un pouvait étrangler ces femmes !,Sexisme
2392,"In a just world, women like you would all be dead.","Dans un monde juste, les femmes comme vous seraient toutes mortes.",Sexisme
2393,The world would be better off without women like you.,Le monde se porterait mieux sans des femmes comme vous.,Sexisme
2394,One can only hope someone will put an end to those women.,On ne peut qu'espérer que quelqu'un mette un terme aux agissements de ces femmes.,Sexisme
2395,It's in everybody's interest to just slaughter those women.,Il est dans l'intérêt de tous de massacrer ces femmes.,Sexisme
2396,Somebody should just stab those women.,Il faudrait que quelqu'un poignarde ces femmes.,Sexisme
2397,Someone should snap the necks of all those women.,Il faudrait briser la nuque de toutes ces femmes.,Sexisme
2398,Those women should be burned at the stake.,Ces femmes devraient être brûlées sur le bûcher.,Sexisme
2399,That's only natural for a bitch like you.,C'est tout à fait normal pour une garce comme toi.,Sexisme
2400,That's only natural for a slut like you.,C'est tout à fait normal pour une salope comme toi.,Sexisme
2401,That's only natural for a whore like you.,C'est tout à fait normal pour une pute comme toi.,Sexisme
2402,You are just a bitch to me.,Tu n'es qu'une garce avec moi.,Sexisme
2403,You are just a slut to me.,Tu n'es qu'une salope à mes yeux.,Sexisme
2404,You are just a whore to me.,Tu n'es qu'une pute à mes yeux.,Sexisme
2405,Just another common bitch.,Encore une salope ordinaire.,Sexisme
2406,Just another common slut.,Encore une salope ordinaire.,Sexisme
2407,Just another common whore.,Une simple pute de plus.,Sexisme
2408,They are just a bunch of bitches.,Ce ne sont qu'une bande de salopes.,Sexisme
2409,They are just a bunch of sluts.,Ce ne sont qu'une bande de salopes.,Sexisme
2410,They are just a bunch of whores.,Ce ne sont qu'une bande de putes.,Sexisme
2411,You are nothing but a bitch.,Tu n'es qu'une salope.,Sexisme
2412,You are nothing but a slut.,Tu n'es qu'une salope.,Sexisme
2413,You are nothing but a whore.,Tu n'es qu'une pute.,Sexisme
2414,Typical bitch behaviour.,Comportement typique de garce.,Sexisme
2415,Typical slut behaviour.,Comportement typique d'une fille facile.,Sexisme
2416,Typical whore behaviour.,Comportement typique d'une prostituée.,Sexisme
2417,Bitches just can't help themselves.,Ces salopes ne peuvent tout simplement pas s'en empêcher.,Sexisme
2418,Sluts just can't help themselves.,Les salopes ne peuvent tout simplement pas s'en empêcher.,Sexisme
2419,Whores just can't help themselves.,Les putes ne peuvent tout simplement pas s'en empêcher.,Sexisme
2420,Too many bitches in this country.,Il y a trop de salopes dans ce pays.,Sexisme
2421,Too many sluts in this country.,Il y a trop de salopes dans ce pays.,Sexisme
2422,Too many whores in this country.,Il y a trop de putes dans ce pays.,Sexisme
2423,My Labrador bitch gave birth to three puppies today.,Ma chienne Labrador a donné naissance à trois chiots aujourd'hui.,Sexisme
2424,I had to take my bitch to the vet today and she would not stop barking.,J'ai dû emmener ma chienne chez le vétérinaire aujourd'hui et elle n'arrêtait pas d'aboyer.,Sexisme
2425,My friend's bitch is not like other dogs. She hates going for walks.,La chienne de mon amie n'est pas comme les autres chiens. Elle déteste aller en promenade.,Sexisme
2426,Female canines are called bitches.,Les femelles canines sont appelées chiennes.,Sexisme
2427,The bitch won first place in the sporting dogs category.,La chienne a remporté la première place dans la catégorie des chiens de sport.,Sexisme
2428,I keep two garden hoes out in my tool shed.,Je garde deux houes de jardin dans mon abri à outils.,Sexisme
2429,There's a garden hoe hanging right next to that shovel there.,Il y a une houe de jardin accrochée juste à côté de cette pelle.,Sexisme
2430,We spent the afternoon hoeing the vegetable patch.,Nous avons passé l'après-midi à biner le potager.,Sexisme
2431,A hoe is a kind of garden tool used to remove weeds.,Une houe est un type d'outil de jardin utilisé pour enlever les mauvaises herbes.,Sexisme
2432,You will need a good garden hoe for turning over that field.,Il vous faudra une bonne houe de jardin pour retourner ce champ.,Sexisme
2433,If I'm a bitch then I'm the baddest bitch,"Si je suis une garce, alors je suis la pire des garces.",Sexisme
2434,I'm the bitch you wish you could be.,Je suis la garce que tu rêves d'être.,Sexisme
2435,"A bitch like me will fight, so please don't forget that.","Une garce comme moi se battra, alors n'oubliez pas ça.",Sexisme
2436,Tell me I ain't the cutest bitch you ever seen,Dis-moi que je ne suis pas la plus mignonne des filles que tu aies jamais vues.,Sexisme
2437,I got a new wig and I feel like a bad bitch.,J'ai acheté une nouvelle perruque et je me sens super badass.,Sexisme
2438,Did you forget who I am? I'm a boss bitch.,Tu as oublié qui je suis ? Je suis une boss bitch.,Sexisme
2439,I refuse to be sad when I'm a pretty bitch.,Je refuse d'être triste quand je suis une jolie garce.,Sexisme
2440,Happy birthday to the baddest bitch ever. I love you so much!,Joyeux anniversaire à la plus badass de toutes ! Je t'aime tellement !,Sexisme
2441,"She knows she looks good, she's a bad bitch.","Elle sait qu'elle est belle, c'est une vraie bombe.",Sexisme
2442,I'm the realest bitch he gone ever come across,Je suis la plus vraie salope qu'il ait jamais rencontrée.,Sexisme
2443,"Vibe check, I'm still the prettiest bitch.","Test d'ambiance, je suis toujours la plus belle meuf.",Sexisme
2444,I just gotta be the hottest bitch wherever I go.,Je dois absolument être la plus belle meuf où que j'aille.,Sexisme
2445,They don't want to see bitches like us win.,Ils ne veulent pas voir des salopes comme nous gagner.,Sexisme
2446,Black eyeliner was made for hot bitches like me.,L'eyeliner noir a été inventé pour les bombes comme moi.,Sexisme
2447,Sending so much love to all my bad bitches out there.,Je vous envoie plein d'amour à toutes mes copines badass.,Sexisme
2448,What is it with you fucking women?,Qu'est-ce qui vous prend de baiser des femmes ?,Sexisme
2449,Fuck all women.,Nique toutes les femmes.,Sexisme
2450,All women should fuck off forever.,Que toutes les femmes dégagent à jamais.,Sexisme
2451,Women should get the fuck out of our country.,Les femmes devraient foutre le camp de notre pays.,Sexisme
2452,Women can all go fuck themselves.,Que toutes ces femmes aillent se faire foutre.,Sexisme
2453,These women should shut the fuck up once and for all.,Ces femmes devraient la fermer une bonne fois pour toutes.,Sexisme
2454,Most women are seriously fucked in the head.,La plupart des femmes sont complètement cinglées.,Sexisme
2455,Women are the worst kind of motherfuckers.,Les femmes sont les pires salopes.,Sexisme
2456,Female lives aren't worth shit.,La vie des femmes ne vaut rien.,Sexisme
2457,"By nature, women are just shitty human beings.","Par nature, les femmes sont tout simplement des êtres humains détestables.",Sexisme
2458,Typical of a woman to be such a total shithead.,Typique d'une femme d'être une telle connasse.,Sexisme
2459,"If the idea comes from a woman, it must be bullshit.","Si l'idée vient d'une femme, c'est forcément des conneries.",Sexisme
2460,I'm just so pissed off by women like you.,Je suis tellement en colère contre les femmes comme toi.,Sexisme
2461,All the women in this country are pissing me off so much.,Toutes les femmes de ce pays m'énervent tellement.,Sexisme
2462,Women are all complete assholes.,Les femmes sont toutes des connasses complètes.,Sexisme
2463,Most women are absolute bastards.,La plupart des femmes sont de véritables salopes.,Sexisme
2464,All women are such massive scumbags.,Toutes les femmes sont de véritables ordures.,Sexisme
2465,It's in a woman's nature to be an annoying prick.,C'est dans la nature d'une femme d'être une vraie peste.,Sexisme
2466,Women can't help themselves but be complete dickheads.,Les femmes ne peuvent s'empêcher d'être de vraies connes.,Sexisme
2467,Of course that dumbass was a woman.,"Bien sûr, cette imbécile était une femme.",Sexisme
2468,I have met many women and I hate every single one of them.,J'ai rencontré beaucoup de femmes et je les déteste toutes.,Sexisme
2469,"I absolutely loathe people, especially if they are women.","Je déteste les gens, surtout les femmes.",Sexisme
2470,"Whenever women look at me, I think they can sense that I feel nothing but contempt for them.","Chaque fois que des femmes me regardent, je pense qu'elles peuvent sentir que je ne ressens que du mépris pour elles.",Sexisme
2471,I don't have anything against women but most of them are pretty disgusting.,"Je n'ai rien contre les femmes, mais la plupart d'entre elles sont assez répugnantes.",Sexisme
2472,I am trying to get along with women but they are just too repulsive.,"J'essaie de m'entendre avec les femmes, mais elles sont tout simplement trop repoussantes.",Sexisme
2473,"If you are a woman, then you are probably stupid.","Si vous êtes une femme, alors vous êtes probablement stupide.",Sexisme
2474,Those women might look human but they are just parasites to our society.,"Ces femmes ont peut-être l'air humaines, mais ce ne sont que des parasites pour notre société.",Sexisme
2475,"Even if women are nice sometimes, they are still nothing but human garbage.","Même si les femmes sont parfois gentilles, elles ne restent que des déchets humains.",Sexisme
2476,Women must know that they are lesser beings.,Les femmes doivent savoir qu'elles sont des êtres inférieurs.,Sexisme
2477,Women like you should know that your lives are worthless.,Les femmes comme vous devraient savoir que leurs vies ne valent rien.,Sexisme
2478,"When women talk back to me, I just want to kill them.","Quand les femmes me répondent mal, j'ai juste envie de les tuer.",Sexisme
2479,"I can't believe these women, thinking I won't murder every one of them.",Je n'arrive pas à croire que ces femmes pensent que je ne vais pas toutes les tuer.,Sexisme
2480,Those women will stop laughing when I start shooting them.,Ces femmes arrêteront de rire quand je commencerai à leur tirer dessus.,Sexisme
2481,Women are nothing like us and that's why they deserve to die.,Les femmes ne nous ressemblent en rien et c'est pourquoi elles méritent de mourir.,Sexisme
2482,"If women like you refuse to fit in, they should suffer for it.","Si des femmes comme toi refusent de se conformer, elles devraient en subir les conséquences.",Sexisme
2483,Women are never going to change so we should just get rid of them.,"Les femmes ne changeront jamais, alors autant s'en débarrasser.",Sexisme
2484,They must be fucked in the head if they are women.,"Si ce sont des femmes, elles doivent être complètement cinglées.",Sexisme
2485,Their lives aren't worth shit to me because they are women.,Leurs vies ne valent rien à mes yeux parce que ce sont des femmes.,Sexisme
2486,I've been around enough women to know they're all complete assholes.,J'ai fréquenté suffisamment de femmes pour savoir qu'elles sont toutes de vraies connasses.,Sexisme
2487,I'd be okay with women if they weren't such massive scumbags.,Je n'aurais rien contre les femmes si elles n'étaient pas de telles ordures.,Sexisme
2488,Women think they're special. I hate them.,Les femmes se croient spéciales. Je les déteste.,Sexisme
2489,I don't understand why you'd like women. Everything about them disgusts me so much.,Je ne comprends pas pourquoi tu aimerais les femmes. Tout chez elles me dégoûte.,Sexisme
2490,You women keep acting up. There really is nothing worse than your kind.,"Vous les femmes, vous n'arrêtez pas de faire des siennes. Il n'y a vraiment rien de pire que des femmes comme vous.",Sexisme
2491,That's typical of women. They're absolutely despicable.,C'est typique des femmes. Elles sont absolument méprisables.,Sexisme
2492,A woman must have committed that crime. Only they can be that violent and cruel.,C'est forcément une femme qui a commis ce crime. Seules les femmes peuvent être aussi violentes et cruelles.,Sexisme
2493,Of course they are stupid. They are women after all.,Bien sûr qu'elles sont stupides. Ce sont des femmes après tout.,Sexisme
2494,I know women like you can't help it. You're just all that dumb.,Je sais que les femmes comme toi n'y peuvent rien. Vous êtes vraiment toutes bêtes.,Sexisme
2495,Women can be kind to you at times. Don't forget they're still just worthless scum.,Les femmes peuvent parfois être gentilles avec toi. N'oublie pas qu'elles restent des moins que rien.,Sexisme
2496,Some women get into government. They are still just common trash to me.,"Certaines femmes entrent au gouvernement. Pour moi, elles restent de la pure racaille.",Sexisme
2497,I understand that women are human beings. I just think they act like vermin.,Je comprends que les femmes sont des êtres humains. Je trouve juste qu'elles se comportent comme de la vermine.,Sexisme
2498,Women refuse to respect us. I'm going to make them suffer for that.,Les femmes refusent de nous respecter. Je vais leur faire payer ça.,Sexisme
2499,Those women won't change. Let's just eradicate them.,Ces femmes ne changeront pas. Autant les éliminer.,Sexisme
2500,Women like you should stop complaining. You deserve to suffer.,Les femmes comme toi devraient arrêter de se plaindre. Tu mérites de souffrir.,Sexisme
2501,We should simply shoot them. They're just women after all.,On devrait tout simplement leur tirer dessus. Ce ne sont que des femmes après tout.,Sexisme
2502,Those kinds of women will never fit in. They ought to be executed.,Ces femmes-là ne seront jamais acceptées. Elles mériteraient d'être exécutées.,Sexisme
2503,Your lives aren't worth shit to me. You're just women.,Vos vies ne valent rien à mes yeux. Vous n'êtes que des femmes.,Sexisme
2504,I am not surprised the idea was bullshit. It came from a woman after all.,"Je ne suis pas surpris que cette idée soit absurde. Après tout, elle venait d'une femme.",Sexisme
2505,They are all complete assholes. Needless to say they are women.,Ce sont toutes des connasses complètes. Inutile de préciser que ce sont des femmes.,Sexisme
2506,We're talking about women here. They can't help themselves but be complete dickheads.,"On parle de femmes, là. Elles ne peuvent pas s'empêcher d'être de vraies connasses.",Sexisme
2507,I have no compassion at all for any woman like you.,Je n'ai aucune compassion pour une femme comme vous.,Sexisme
2508,"By their nature, women are never attractive.","De par leur nature, les femmes ne sont jamais attirantes.",Sexisme
2509,Women are never any intelligent.,Les femmes ne sont jamais intelligentes.,Sexisme
2510,Women can never be as smart as anyone else.,Les femmes ne pourront jamais être aussi intelligentes que les autres.,Sexisme
2511,Of course human rights should not apply to women.,"Bien sûr, les droits de l'homme ne devraient pas s'appliquer aux femmes.",Sexisme
2512,Clearly women are not our equal.,Il est clair que les femmes ne sont pas nos égales.,Sexisme
2513,Women are not worthy of living like other humans.,Les femmes ne sont pas dignes de vivre comme les autres êtres humains.,Sexisme
2514,Female lives are not worth protecting.,La vie des femmes ne mérite pas d'être protégée.,Sexisme
2515,Female lives do not matter.,La vie des femmes n'a aucune importance.,Sexisme
2516,Female lives should not be important to anyone.,La vie des femmes ne devrait avoir d'importance pour personne.,Sexisme
2517,Your female lives have no value.,Vos vies de femmes n'ont aucune valeur.,Sexisme
2518,A female life is not worth anything.,La vie d'une femme ne vaut rien.,Sexisme
2519,There is no space on this planet for any woman like you.,Il n'y a pas de place sur cette planète pour une femme comme vous.,Sexisme
2520,No woman can ever be a valuable member of society.,Aucune femme ne peut jamais être un membre précieux de la société.,Sexisme
2521,It should be clear that women are not human.,Il devrait être clair que les femmes ne sont pas humaines.,Sexisme
2522,We must not let any woman live.,Nous ne devons laisser aucune femme en vie.,Sexisme
2523,Women like you do not deserve to live.,Les femmes comme vous ne méritent pas de vivre.,Sexisme
2524,I would never lift a finger to save a woman's life.,Je ne lèverais jamais le petit doigt pour sauver la vie d'une femme.,Sexisme
2525,These women have no right to be alive.,Ces femmes n'ont pas le droit de vivre.,Sexisme
